Master Date List,Bin 6 Flow Data (gpm),,,Bin 6 Constituent Data,,,,,,,,,,,,,,,,,,,Bin 6 Field Data,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,Bin 6 Inflow (Bin 2),Bin 6 Outflow,Date,Bin 6 TDS,Bin 6 Sulfate,Bin 6 Chloride,Bin 6 Arsenic,Bin 6 Selenium,Bin 6 Chromium,Bin 6 Copper,Bin 6 Zinc,Bin 6 Nitrate,Bin 6 Nitrite,Bin 6 Phosphorus,Bin 6 COD,Bin 6 Boron,Bin 6 Color,Bin 6 Thallium,Bin 6 DOC,Bin 6 Nitrate + Nitrite as N,Bin 6 Sulfide,Date,Bin 6 Conductivity S/m,Bin 6 Conductivity µS/cm,Bin 6 DO mg/L,Bin 6 ORP,Bin 6 pH,Bin 6 Temp. Celsius,Bin 6 H2S mg/L
6/26/17,,,,,,,,,,,,,,,,,,,,,,,6/26/17,1327,,40,-254,7.07,28.8,0
7/2/17,7/2/17,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/17,,,,,,,,,,,,,,,,,,,,,,,7/5/17,1295,,0.82,-317,7.02,30.1,0
7/9/17,7/9/17,0.25,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/17,,,,,,,,,,,,,,,,,,,,,,,7/11/17,1261,,0.71,-286,7.02,31.3,0
7/16/17,7/16/17,0.406,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/17,,,,,,,,,,,,,,,,,,,,,,,7/18/17,1345,,0.28,-325,7.01,28.6,0
7/20/17,,,,7/20/17,8200,2230,3340,0.00944,0.0006,0.00516,<0.00544,0.00786,<0.0210,<0.0100,0.0517,86,,0,<0.000187,5.45,<0.0210,<0.0600,,,,,,,,
7/26/17,,,,,,,,,,,,,,,,,,,,,,,7/26/17,1349,,0.53,-295,7.14,27.6,0
7/23/17,7/23/17,0.531,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/17,7/30/17,0.234,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/17,,,,,,,,,,,,,,,,,,,,,,,7/31/17,1337,,0.38,-292,7.24,30.1,0
8/6/17,8/6/17,0.25,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/17,,,,,,,,,,,,,,,,,,,,,,,8/7/17,1311,,1.89,-309,7.22,26.8,0
8/13/17,8/13/17,0.093,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/17,,,,,,,,,,,,,,,,,,,,,,,8/15/17,1297,,0.56,-293,7.42,25,0
8/20/17,8/20/17,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/17,,,,,,,,,,,,,,,,,,,,,,,8/23/17,0,,0,0,0,0,0
8/27/17,8/27/17,0.14,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/17,,,,,,,,,,,,,,,,,,,,,,,8/28/17,1338,,0.33,-298,7.38,23.6,0
9/3/17,9/3/17,0.203,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/17,,,,,,,,,,,,,,,,,,,,,,,9/7/17,1267,,0.28,-365,7.11,27.3,0
9/10/17,9/10/17,0.078,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/17,,,,,,,,,,,,,,,,,,,,,,,9/11/17,1257,,1.38,-291,7.5,25.9,0
9/17/17,9/17/17,0.046,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/17,,,,,,,,,,,,,,,,,,,,,,,9/19/17,1086,,1.94,-277,7.01,26,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
