Master Date List,Bin 2 Flow Data (gpm),,,Bin 2 Constituent Data,,,,,,,,,,,,,,,,,,,Bin 2 Field Data,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bin 2 Date,Bin 2 Inflow,Bin 2 Outflow,Date,Bin 2 TDS,Bin 2 Sulfate,Bin 2 Chloride,Bin 2 Arsenic,Bin 2 Selenium,Bin 2 Chromium,Bin 2 Copper,Bin 2 Zinc,Bin 2 Nitrate,Bin 2 Nitrite,Bin 2 Phosphorus,Bin 2 COD,Bin 2 Boron,Bin 2 Color,Bin 2 Thallium,Bin 2 DOC,Bin 2 Nitrate + Nitrite as N,Bin 2 Sulfide,Date2,Bin 2 Conductivity S/m,Bin 2 Conductivity µS/cm,Bin 2 DO mg/L,Bin 2 ORP,Bin 2 pH,Bin 2 Temp. Celsius,Bin 2 H2S mg/L
6/15/16,,,,6/15/16,7820,2350,3190,0.025,0.0155,<0.000811,0.0848,<0.00391,18.4,0.892,0.18,27,,10,0,0,19.3,0,,,,,,,,
6/17/16,6/17/16,0.35,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/16,,,,,,,,,,,,,,,,,,,,,,,6/19/16,1131,,3.81,139.8,7.39,31.2,0
6/22/16,6/22/16,0.35,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/16,,,,,,,,,,,,,,,,,,,,,,,6/26/16,1124,,3.73,161.7,7.46,32.8,0
6/30/16,6/30/16,0.3,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/16,,,,,,,,,,,,,,,,,,,,,,,7/3/16,1157,,4.64,114.1,7.56,29.8,0
7/5/16,7/5/16,0.3,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/16,,,,,,,,,,,,,,,,,,,,,,,7/10/16,1131,,4.09,128.7,7.46,30.6,0
7/11/16,7/11/16,0.3,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/16,,,,7/14/16,9120,2350,3230,0.0176,0.0105,<0.000811,0.0526,<0.00391,19.2,5.07,0.0625,36,,10,0,0,24.3,0,,,,,,,,
7/17/16,,,,,,,,,,,,,,,,,,,,,,,7/17/16,1128,,4.3,80.3,7.4,30.6,0
7/18/16,7/18/16,0.3,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/16,,,,,,,,,,,,,,,,,,,,,,,7/24/16,1130,,4.06,6.7,7.5,30.9,0
7/26/16,7/26/16,0.3,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/16,,,,,,,,,,,,,,,,,,,,,,,7/31/16,1147,,4.96,98,7.55,29.3,0
8/1/16,8/1/16,0.3,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/16,,,,,,,,,,,,,,,,,,,,,,,8/7/16,1182,,3.28,-81.7,7.22,30.8,0
8/8/16,8/8/16,0.3,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/16,,,,,,,,,,,,,,,,,,,,,,,8/14/16,1130,,5.45,-70.7,7.48,32.3,0
8/15/16,8/15/16,0.3,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/16,,,,8/18/16,7700,2260,2960,0.0158,0.00878,<0.000811,<0.00544,<0.00391,16.3,4.25,0.0851,66,,8,0,0,20.5,0,,,,,,,,
8/21/16,,,,,,,,,,,,,,,,,,,,,,,8/21/16,1096,,3.98,-139.7,7.34,29.7,0
8/24/16,8/24/16,0.3,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/16,,,,,,,,,,,,,,,,,,,,,,,8/28/16,1093,,3.68,-93.1,7.41,29.3,0
8/29/16,8/29/16,0.3,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/16,,,,,,,,,,,,,,,,,,,,,,,9/4/16,1036,,4.66,-94.2,7.4,28.3,0
9/7/16,9/7/16,0.3,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/16,,,,,,,,,,,,,,,,,,,,,,,9/11/16,1038,,5.58,-106.8,7.32,30.7,0
9/12/16,9/12/16,0.25,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/16,,,,,,,,,,,,,,,,,,,,,,,9/18/16,1024,,4.06,-132.7,7.38,28.6,0
9/19/16,,,,9/19/16,7360,1960,2660,0.0135,0.00868,<0.000811,0.0361,<0.00391,21.9,3.2,0.0632,56,,8,0,0,25.1,0,,,,,,,,
9/22/16,9/22/16,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/16,,,,,,,,,,,,,,,,,,,,,,,9/25/16,1032,,4.68,-64.2,7.39,27.6,0
9/26/16,9/26/16,0.25,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/16,,,,,,,,,,,,,,,,,,,,,,,10/2/16,1051,,5.41,-26.8,7.49,26.1,0
10/4/16,10/4/16,0.25,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/16,10/4/16,0.25,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/16,,,,,,,,,,,,,,,,,,,,,,,10/9/16,1082,,4.94,-87.2,7.47,24.5,0
10/16/16,,,,,,,,,,,,,,,,,,,,,,,10/16/16,1078,,4.26,-25.7,7.32,24.2,0
10/18/16,10/18/16,0.25,0.312,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/16,,,,10/20/16,7400,1950,2920,0.0153,0.00886,0.0624,0.0223,<0.00391,22.5,0.15,0.0468,98,,25,0,0,22.6,0,,,,,,,,
10/23/16,,,,,,,,,,,,,,,,,,,,,,,10/23/16,1057,,3.76,-83.2,7.34,26.1,0
10/24/16,10/24/16,0.25,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/16,,,,,,,,,,,,,,,,,,,,,,,10/30/16,1096,,3.98,-139.7,7.34,29.7,0
10/31/16,10/31/16,0.3,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/16,,,,,,,,,,,,,,,,,,,,,,,11/6/16,0,,0,0,0,0,0
11/13/16,,,,,,,,,,,,,,,,,,,,,,,11/13/16,1032,,4.06,-50.8,7.35,22.3,0
11/14/16,11/14/16,0.25,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/16,,,,11/17/16,7820,1970,2920,0.00649,0.00716,<0.000811,0.035,<0.00391,12.6,2.69,0.0659,81,,2,0,0,15.3,0,,,,,,,,
11/20/16,,,,,,,,,,,,,,,,,,,,,,,11/20/16,1059,,4.24,-44.7,7.4,20.2,0
11/22/16,11/22/16,0.2,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/16,,,,,,,,,,,,,,,,,,,,,,,11/27/16,0,,0,0,0,0,0
12/1/16,12/1/16,0.25,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/16,,,,,,,,,,,,,,,,,,,,,,,12/4/16,1011,,3.47,79.3,7.53,17.7,0
12/6/16,12/6/16,0.2,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/16,,,,,,,,,,,,,,,,,,,,,,,12/11/16,1038,,4.43,24,7.43,16.6,0
12/15/16,,,,12/15/16,7380,1840,2490,0.0114,0.00858,0.0301,0.0412,<0.00391,24.4,0.218,0.0242,42,,25,0,0,24.6,0,,,,,,,,
12/16/16,12/16/16,2.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/16,,,,,,,,,,,,,,,,,,,,,,,12/18/16,10.6,,3.83,112.9,7.37,18.7,0
12/20/16,12/20/16,0.2,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/16,,,,,,,,,,,,,,,,,,,,,,,12/25/16,10.5,,3.74,149.3,7.32,16.8,0
12/28/16,12/28/16,0.2,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/17,,,,,,,,,,,,,,,,,,,,,,,1/1/17,1042,,4.24,1.7,7.35,15.6,0
1/4/17,1/4/17,0.2,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/17,,,,1/8/17,7060,1790,2480,0.00606,0.00539,0.0117,<0.00544,<0.00391,30.1,0.28,0.0172,44,,5,<0.000187,4.96,30.4,2,1/8/17,1037,,5.1,134.9,7.39,17.3,0
1/10/17,1/10/17,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/17,,,,,,,,,,,,,,,,,,,,,,,1/15/17,1018,,4.77,132.9,7.32,15.8,0
1/18/17,1/18/17,0.2,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/17,,,,,,,,,,,,,,,,,,,,,,,1/22/17,1002,,4.73,125.2,7.44,17.8,0
1/29/17,,,,,,,,,,,,,,,,,,,,,,,1/29/17,1025,,4.52,-25.8,7.26,13.7,0
1/30/17,1/30/17,0.2,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/17,,,,,,,,,,,,,,,,,,,,,,,2/5/17,1041,,3.74,173.4,7.24,16.7,0
2/8/17,2/8/17,0.2,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/17,,,,,,,,,,,,,,,,,,,,,,,2/12/17,1052,,3.13,150.6,7.22,18.6,0
2/13/17,2/13/17,0.2,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/17,,,,,,,,,,,,,,,,,,,,,,,2/19/17,1041,,4.24,39,7.33,18.4,0
2/21/17,2/21/17,0.2,0.234,2/21/17,6000,1840,2490,0.0135,0.0106,<0.000811,0.0111,<0.00391,42.3,0.426,0.31,38,,50,<0.000187,4.17,42.9,<0.495,,,,,,,,
2/26/17,,,,,,,,,,,,,,,,,,,,,,,2/26/17,1007,,5.59,3.8,7.32,18.4,0
2/27/17,2/27/17,0.2,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/17,,,,,,,,,,,,,,,,,,,,,,,3/5/17,1008,,6.47,68.7,7.36,18.3,0
3/12/17,,,,,,,,,,,,,,,,,,,,,,,3/12/17,1043,,4.16,163.5,7.25,21.6,0
3/13/17,3/13/17,0.2,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/17,3/17/17,0.2,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/17,,,,,,,,,,,,,,,,,,,,,,,3/19/17,1066,,5.23,200,7.29,27,0
3/21/17,3/21/17,0.2,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/17,,,,,,,,,,,,,,,,,,,,,,,3/26/17,1069,,6.26,140.9,7.49,22.2,0
3/29/17,3/29/17,0.2,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/17,,,,3/30/17,7520,1980,2670,0.013,0.00884,0.00437,<0.00544,0.0233,30.1,0.539,0.0178,23,,1,<0.000187,4.2,30.6,<0.0600,,,,,,,,
4/2/17,,,,,,,,,,,,,,,,,,,,,,,4/2/17,1035,,5.2,212,7.42,22.8,0
4/3/17,4/3/17,0.2,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/17,,,,,,,,,,,,,,,,,,,,,,,4/9/17,1054,,5.25,220,7.42,20.6,0
4/10/17,4/10/17,0.2,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/17,,,,4/13/17,7080,2000,2670,0.0152,0.0101,<0.000811,<0.00544,0.00898,34.4,0.658,0.0609,23,,2,<0.000187,3.99,35.1,<0.0600,,,,,,,,
4/16/17,,,,,,,,,,,,,,,,,,,,,,,4/16/17,1055,,6.16,87.1,7.56,24,0
4/17/17,4/17/17,0.2,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/17,,,,,,,,,,,,,,,,,,,,,,,4/23/17,1115,,5.41,-81.6,7.49,28.7,0
4/24/17,4/24/17,0.2,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/17,,,,,,,,,,,,,,,,,,,,,,,4/30/17,1211,,4.27,-87.3,7.19,23.1,0
5/1/17,5/1/17,0.25,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/17,,,,,,,,,,,,,,,,,,,,,,,5/7/17,1253,,4.96,-117.5,7.35,22.7,0
5/8/17,5/8/17,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/17,,,,,,,,,,,,,,,,,,,,,,,5/8/17,1203,,4.6,-121,7.29,24.3,0
5/14/17,,,,,,,,,,,,,,,,,,,,,,,5/14/17,1253,,4.96,-117.5,7.35,22.7,0
5/15/17,5/15/17,0.25,0.234,,,,,,,,,,,,,,,,,,,,5/15/17,1203,,4.6,-121,7.29,24.3,0
5/18/17,,,,5/18/17,7760,1990,2820,0.00236,0.000693,0.00581,<0.00544,<0.00391,0.234,0.0501,<0.00311,61,,10,<0.000187,10.1,0.284,<0.0600,,,,,,,,
5/22/17,5/22/17,0.25,0.25,,,,,,,,,,,,,,,,,,,,5/22/17,1131,,4.41,-116.7,7.36,25.2,0
5/28/17,5/28/17,0.25,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/17,,,,,,,,,,,,,,,,,,,,,,,5/31/17,1112,,4.29,-105.1,7.36,29.7,0
6/4/17,6/4/17,0.25,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/17,,,,,,,,,,,,,,,,,,,,,,,6/5/17,1157,,3.34,-126.7,7.34,27.4,0
6/11/17,6/11/17,0.25,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/17,,,,,,,,,,,,,,,,,,,,,,,6/13/17,1176,,4.74,-95.9,7.43,31.2,0
6/18/17,6/18/17,0.5,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/17,,,,,,,,,,,,,,,,,,,,,,,6/19/17,1144,,4.16,-103.6,7.21,28.2,0
6/22/17,,,,6/22/17,8180,2060,3000,0.00621,0.000542,<0.000811,<0.00544,<0.00391,0.075,<0.0100,0.0555,69,,5,<0.000187,3.37,0.075,4,,,,,,,,
6/25/17,6/25/17,0.45,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/17,,,,,,,,,,,,,,,,,,,,,,,6/26/17,1174,,2.73,-122.6,7.11,30.5,0
7/2/17,7/2/17,0.45,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/17,,,,,,,,,,,,,,,,,,,,,,,7/5/17,1231,,0.75,-289,7.05,32.3,0
7/9/17,7/9/17,0.35,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/17,,,,,,,,,,,,,,,,,,,,,,,7/11/17,1214,,0.1,-319,7.13,31.2,0
7/16/17,7/16/17,0.4,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/17,,,,,,,,,,,,,,,,,,,,,,,7/18/17,1290,,0,-356,7.08,29.3,0
7/20/17,,,,7/20/17,7640,2030,2910,0.00693,0.00084,0.00566,<0.00544,<0.00391,0.052,<0.0100,0.0674,73,,0,<0.000187,3.63,0.052,0.07,,,,,,,,
7/26/17,,,,,,,,,,,,,,,,,,,,,,,7/26/17,1239,,0,-360,7.12,29.8,0
7/23/17,7/23/17,0.4,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/17,7/30/17,0.3,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/17,,,,,,,,,,,,,,,,,,,,,,,7/31/17,1248,,0.02,-380,7.23,31.2,0
8/6/17,8/6/17,0.3,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/17,,,,,,,,,,,,,,,,,,,,,,,8/7/17,1212,,0.02,-391,7.4,29.1,0
8/13/17,8/13/17,0.25,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/17,,,,,,,,,,,,,,,,,,,,,,,8/15/17,1244,,0.02,-374,7.39,27,0
8/20/17,8/20/17,0.2,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/17,,,,,,,,,,,,,,,,,,,,,,,8/23/17,1240,,0.16,-375,7.39,30.8,0
8/27/17,8/27/17,0.2,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/17,,,,,,,,,,,,,,,,,,,,,,,8/28/17,1187,,1.21,-379,7.46,24.7,0
9/3/17,9/3/17,0.2,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/17,,,,,,,,,,,,,,,,,,,,,,,9/7/17,1221,,0.05,-387,7.47,27.8,0
9/10/17,9/10/17,0.2,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/17,,,,,,,,,,,,,,,,,,,,,,,9/11/17,1215,,0,-378,7.29,29.1,0
9/17/17,9/17/17,0.2,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/17,,,,,,,,,,,,,,,,,,,,,,,9/19/17,1226,,0.03,-386,7.37,25.9,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
