Master Date List,Bin 1 Flow Data (gpm),,,Bin 1 Constituent Data,,,,,,,,,,,,,,,,,,,Bin 1 Field Data,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,Inflow,Outflow,Date,Bin 1 TDS,Bin 1 Sulfate,Bin 1 Chloride,Bin 1 Arsenic,Bin 1 Selenium,Bin 1 Chromium,Bin 1 Copper,Bin 1 Zinc,Bin 1 Nitrate,Bin 1 Nitrite,Bin 1 Phosphorus,Bin 1 COD,Bin 1 Boron,Bin 1 Color,Bin 1 Thallium,Bin 1 DOC,Bin 1 Nitrate + Nitrite as N,Bin 1 Sulfide,Date,Bin 1 Conductivity S/m,Bin 1 Conductivity µS/cm,Bin 1 DO mg/L,Bin 1 ORP,Bin 1 pH,Bin 1 Temp. Celsius,Bin 1 H2S mg/L,
8/15/16,8/15/16,0.4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/16,,,,8/18/16,6840,1910,2510,0.0208,0.0147,<0.000811,<0.00544,<0.00391,46.5,1.13,0.0598,10,,5,0,0,47.6,0,,,,,,,,,
8/21/16,,,,,,,,,,,,,,,,,,,,,,,8/21/16,1026,,3.2,-266,7.42,29.5,0,
8/24/16,8/24/16,0.4,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/16,,,,,,,,,,,,,,,,,,,,,,,8/28/16,1039,,2.8,-230,7.45,29,0,
8/29/16,8/29/16,0.35,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/16,,,,,,,,,,,,,,,,,,,,,,,9/4/16,999,,4.14,-206,7.46,27.8,0,
9/7/16,9/7/16,0.35,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/16,,,,,,,,,,,,,,,,,,,,,,,9/11/16,1013,,3.11,-203,7.37,30.3,0,
9/12/16,9/12/16,0.35,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/16,,,,,,,,,,,,,,,,,,,,,,,9/18/16,1006,,4.1,-231,7.47,28.4,0,
9/19/16,,,,9/19/16,6840,1840,2450,0.0214,0.0155,<0.000811,0.0338,<0.00391,52.1,0.4,0.0385,32,,1,0,0,52.5,0,,,,,,,,,
9/22/16,9/22/16,0.35,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/16,,,,,,,,,,,,,,,,,,,,,,,9/25/16,1018,,4.03,-192.2,7.46,27.2,0,
9/26/16,9/26/16,0.35,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/16,,,,,,,,,,,,,,,,,,,,,,,10/2/16,1012,,3.98,-176.3,7.48,27.6,0,
10/4/16,10/4/16,0.35,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/16,10/4/16,0.35,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/16,,,,,,,,,,,,,,,,,,,,,,,10/9/16,1046,,5.1,-213,7.6,24.5,0,
10/16/16,,,,,,,,,,,,,,,,,,,,,,,10/16/16,1027,,3.96,-156.7,7.42,25.4,0,
10/18/16,10/18/16,0.35,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/16,,,,10/20/16,6960,1670,2500,0.0197,0.0151,0.0674,0.0183,<0.00391,48,0.13,0.0274,73,,5,0,0,48.1,0,,,,,,,,,
10/23/16,,,,,,,,,,,,,,,,,,,,,,,10/23/16,1065,,4.43,-209,7.47,27.4,0,
10/24/16,10/24/16,0.35,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/16,,,,,,,,,,,,,,,,,,,,,,,10/30/16,1026,,3.2,-266,7.42,29.5,0,
10/31/16,10/31/16,0.4,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/16,,,,,,,,,,,,,,,,,,,,,,,11/6/16,0,,0,0,0,0,0,
11/13/16,,,,,,,,,,,,,,,,,,,,,,,11/13/16,1018,,4.56,-220,7.51,23.4,0,
11/14/16,11/14/16,0.35,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/16,,,,11/17/16,6560,1700,2530,0.0175,0.016,0.0257,0.0318,<0.00391,50.9,0.124,0.0199,28,,<1,0,0,51,0,,,,,,,,,
11/20/16,,,,,,,,,,,,,,,,,,,,,,,11/20/16,1028,,4.68,-144.6,7.52,21.4,0,
11/22/16,11/22/16,0.35,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/16,,,,,,,,,,,,,,,,,,,,,,,11/27/16,0,,0,0,0,0,0,
12/1/16,12/1/16,0.4,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/16,,,,,,,,,,,,,,,,,,,,,,,12/4/16,996,,4.17,-85,7.54,20.5,0,
12/6/16,12/6/16,0.35,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/16,,,,,,,,,,,,,,,,,,,,,,,12/11/16,991,,5.61,-93.4,7.59,19,0,
12/15/16,,,,12/15/16,7620,1750,2420,0.0199,0.0161,0.0513,0.0379,<0.00391,58.3,0.0866,0.0044,27,,5,0,0,58.4,0,,,,,,,,,
12/16/16,12/16/16,0.4,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/16,,,,,,,,,,,,,,,,,,,,,,,12/18/16,10.94,,4.8,31.4,7.45,20.2,0,
12/20/16,12/20/16,0.4,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/16,,,,,,,,,,,,,,,,,,,,,,,12/25/16,10.53,,5.36,117.4,7.47,18.8,0,
12/28/16,12/28/16,0.2,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/17,,,,,,,,,,,,,,,,,,,,,,,1/1/17,1002,,4.83,-2.4,7.42,17.8,0,
1/4/17,1/4/17,0.2,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/17,,,,1/8/17,7240,1710,2440,0.016,0.0129,0.0102,<0.00544,<0.00391,75.5,<0.0100,<0.00311,48,,2,<0.000187,4.18,75.5,0.8,1/8/17,1026,,4.86,136.8,7.42,20.2,0,
1/10/17,1/10/17,0.2,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/17,,,,,,,,,,,,,,,,,,,,,,,1/15/17,989,,4.43,140.8,7.41,18.2,0,
1/18/17,1/18/17,0.2,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/17,,,,,,,,,,,,,,,,,,,,,,,1/22/17,991,,4.38,128,7.44,20.6,0,
1/29/17,,,,,,,,,,,,,,,,,,,,,,,1/29/17,996,,5.68,-69.3,7.46,16.4,0,
1/30/17,1/30/17,0.2,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/17,,,,,,,,,,,,,,,,,,,,,,,2/5/17,1050,,5.16,167.3,7.49,18.1,0,
2/8/17,2/8/17,0.2,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/17,,,,,,,,,,,,,,,,,,,,,,,2/12/17,1034,,4.52,145.9,7.45,19.8,0,
2/13/17,2/13/17,0.2,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/17,,,,,,,,,,,,,,,,,,,,,,,2/19/17,1035,,5.13,53.9,7.46,20.8,0,
2/21/17,2/21/17,0.2,0.219,2/21/17,6220,1810,2490,0.0182,0.0143,0.00799,0.0113,<0.00391,65.3,0.144,0.02,38,,10,<0.000187,2.96,65.4,<0.495,,,,,,,,,
2/26/17,,,,,,,,,,,,,,,,,,,,,,,2/26/17,997,,5.33,-44.1,7.47,20.4,0,
2/27/17,2/27/17,0.2,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/17,,,,,,,,,,,,,,,,,,,,,,,3/5/17,987,,6.76,56.3,7.56,20.6,0,
3/12/17,,,,,,,,,,,,,,,,,,,,,,,3/12/17,1058,,4.8,178.5,7.42,24.4,0,
3/13/17,3/13/17,0.2,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/17,3/17/17,0.2,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/17,,,,,,,,,,,,,,,,,,,,,,,3/19/17,1064,,5.31,195.7,7.32,28.1,0,
3/21/17,3/21/17,0.2,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/17,,,,,,,,,,,,,,,,,,,,,,,3/26/17,1058,,5.61,139.4,7.48,25.2,0,
3/29/17,3/29/17,0.2,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/17,,,,3/30/17,7420,1910,2560,0.0195,0.0138,0.0164,<0.00544,0.0174,48.4,0.167,0.0072,35,,<1,<0.000187,2.6,48.6,<0.0600,,,,,,,,,
4/2/17,,,,,,,,,,,,,,,,,,,,,,,4/2/17,991,,4.7,226,7.47,24.9,0,
4/3/17,4/3/17,0.2,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/17,,,,,,,,,,,,,,,,,,,,,,,4/9/17,1031,,4.69,243,7.49,22.1,0,
4/10/17,4/10/17,0.2,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/17,,,,4/13/17,7560,1880,2570,0.0182,0.0134,<0.000811,<0.00544,0.0263,52.1,1.26,0.0174,260,,<1,<0.000187,75.2,53.4,<0.0600,,,,,,,,,
4/16/17,,,,,,,,,,,,,,,,,,,,,,,4/16/17,1037,,5.71,109.8,7.61,26.7,0,
4/17/17,4/17/17,0.2,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/17,,,,,,,,,,,,,,,,,,,,,,,4/23/17,1138,,2.15,-189.5,7.27,29.8,0,
4/24/17,4/24/17,0.2,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/17,,,,,,,,,,,,,,,,,,,,,,,4/30/17,1203,,0.65,-240,7.33,22.7,0,
5/1/17,5/1/17,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/17,,,,,,,,,,,,,,,,,,,,,,,5/7/17,1130,,0.46,-331,7.38,22,4,
5/8/17,5/8/17,0.25,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/17,,,,,,,,,,,,,,,,,,,,,,,5/8/17,1111,,0.46,-289,7.31,24,0.2,
5/14/17,,,,,,,,,,,,,,,,,,,,,,,5/14/17,1130,,0.46,-331,7.38,22,4,
5/15/17,5/15/17,0.25,0.14,,,,,,,,,,,,,,,,,,,,5/15/17,1111,,0.46,-289,7.31,24,0.2,
5/18/17,,,,5/18/17,7660,1900,2700,0.00743,0.00354,0.00706,<0.00544,<0.00391,1.46,0.296,0.0291,91,,20,<0.000187,17.1,1.76,<0.0600,,,,,,,,,
5/22/17,5/22/17,0.25,0.25,,,,,,,,,,,,,,,,,,,,5/22/17,1048,,1.12,-252,7.42,26.1,0.2,
5/28/17,5/28/17,0.25,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/17,,,,,,,,,,,,,,,,,,,,,,,5/31/17,1075,,0.68,-320,7.33,29.8,0.5,
6/4/17,6/4/17,0.25,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/17,,,,,,,,,,,,,,,,,,,,,,,6/5/17,1081,,0.52,-267,7.28,28.1,0.2,
6/11/17,6/11/17,0.25,0.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/17,,,,,,,,,,,,,,,,,,,,,,,6/13/17,1076,,1.99,-232,7.37,29.8,0,
6/18/17,6/18/17,0.25,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/17,,,,,,,,,,,,,,,,,,,,,,,6/19/17,1094,,2.37,-227,7.37,27.9,0,
6/22/17,,,,6/22/17,7580,1930,2720,0.0164,0.00865,<0.000811,<0.00544,<0.00391,2.1,0.295,0.0396,<3.36,,4,<0.000187,12.4,2.39,<0.0600,,,,,,,,,
6/25/17,6/25/17,0.25,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/17,,,,,,,,,,,,,,,,,,,,,,,6/26/17,1098,,2.48,-227,7.27,29.6,0,
7/2/17,7/2/17,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/17,,,,,,,,,,,,,,,,,,,,,,,7/5/17,1091,,2.86,-211,7.17,31.6,0,
7/9/17,7/9/17,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/17,,,,,,,,,,,,,,,,,,,,,,,7/11/17,1102,,0.75,-283,7.22,30.6,0,
7/16/17,7/16/17,0.25,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/17,,,,,,,,,,,,,,,,,,,,,,,7/18/17,1117,,0.46,-286,7.21,29.6,0,
7/20/17,,,,7/20/17,7980,1980,2810,0.0244,0.0102,0.0114,<0.00544,<0.00391,0.305,0.0108,0.0859,285,,0,<0.000187,61.7,0.316,<0.0600,,,,,,,,,
7/26/17,,,,,,,,,,,,,,,,,,,,,,,7/26/17,1107,,0.3,-336,7.21,30,1.5,
7/23/17,7/23/17,0.25,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/17,7/30/17,0.25,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/17,,,,,,,,,,,,,,,,,,,,,,,7/31/17,1114,,0.05,-347,7.19,29.8,2,
8/6/17,8/6/17,0.25,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/17,,,,,,,,,,,,,,,,,,,,,,,8/7/17,1103,,0.24,-329,7.28,29.3,1.6,
8/13/17,8/13/17,0.25,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/17,,,,,,,,,,,,,,,,,,,,,,,8/15/17,1101,,0.39,-322,7.4,28.1,0.2,
8/20/17,8/20/17,0.25,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/17,,,,,,,,,,,,,,,,,,,,,,,8/23/17,1050,,1.48,-199,7.44,29.6,1.2,
8/27/17,8/27/17,0.25,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/17,,,,,,,,,,,,,,,,,,,,,,,8/28/17,1048,,0.44,-285,7.55,25.3,1.4,
9/3/17,9/3/17,0.2,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/17,,,,,,,,,,,,,,,,,,,,,,,9/7/17,1085,,0.12,-355,7.16,28.9,2,
9/10/17,9/10/17,0.2,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/17,,,,,,,,,,,,,,,,,,,,,,,9/11/17,1081,,0,-358,7.1,27.9,1,
9/17/17,9/17/17,0.2,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/17,,,,,,,,,,,,,,,,,,,,,,,9/19/17,1095,,0,-362,6.96,26.3,0.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
